,seqnames,start,Composite Element REF,End,Feature name,end,width,strand,feature.ranges.start,feature.ranges.end,feature.ranges.width,feature.strand,distance,insideFeature,distanceToSite,ensembl_gene_id,gene_name,class
704,19,55283110,cg21974750,55283111,f128371,55283110,1,*,55282072,55312562,30491,+,0,inside,0,ENSG00000160469,BRSK1,4
705,13,100124612,cg11183144,100124613,f69227,100124612,1,*,100089015,100530437,441423,+,0,inside,0,ENSG00000175198,PCCA,4
706,7,1101705,cg07242429,1101706,f46377,1101705,1,*,996986,1138260,141275,-,0,inside,0,ENSG00000146540,C7orf50,4
707,15,85741238,cg25266621,85741239,f145628,85741238,1,*,85380571,85749358,368788,+,0,inside,0,ENSG00000170776,AKAP13,4
708,7,4111121,cg03141780,4111122,f20789,4111121,1,*,3301252,4269000,967749,+,0,inside,0,ENSG00000146555,SDK1,4
709,17,75915035,cg13194822,75915036,f80058,75915035,1,*,75898645,75930129,31485,-,0,inside,0,ENSG00000267426,,4
710,17,75915035,cg13194822,75915036,f80058,75915035,1,*,75909574,75941140,31567,-,0,inside,0,ENSG00000188878,FBF1,4
711,14,23154519,cg08104568,23154520,f51522,23154519,1,*,23125295,23183674,58380,-,0,inside,0,ENSG00000092068,SLC7A8,4
712,1,67833810,cg25189904,67833811,f145241,67833810,1,*,67701475,67833467,131993,-,342,upstream,342,ENSG00000172380,GNG12,4
713,1,67833810,cg25189904,67833811,f145241,67833810,1,*,67832303,68202987,370685,+,0,inside,0,ENSG00000232284,GNG12-AS1,4
714,11,77474625,cg03213860,77474626,f21252,77474625,1,*,77473371,77477030,3660,+,0,inside,0,ENSG00000268635,,4
715,11,77474625,cg03213860,77474626,f21252,77474625,1,*,77322017,77474635,152619,-,0,inside,0,ENSG00000149269,PAK1,4
716,1,51879620,cg03649284,51879621,f24078,51879620,1,*,51789191,51878937,89747,-,682,upstream,682,ENSG00000078618,NRDC,4
717,3,61918906,cg03856153,61918907,f25313,61918906,1,*,61561569,62297609,736041,+,0,inside,0,ENSG00000144724,PTPRG,4
718,1,32742314,cg12301823,32742315,f75460,32742314,1,*,32741830,32774970,33141,+,0,inside,0,ENSG00000162522,KIAA1522,4
719,17,81282344,cg00248875,81282345,f1699,81282344,1,*,81244811,81295547,50737,-,0,inside,0,ENSG00000157637,SLC38A10,4
720,8,144316230,cg10718130,144316231,f66691,144316230,1,*,144314584,144326910,12327,-,0,inside,0,ENSG00000185000,DGAT1,4
721,8,144316230,cg10718130,144316231,f66691,144316230,1,*,144314590,144315138,549,-,1091,upstream,1091,ENSG00000254690,,4
722,18,64002973,cg06595072,64002974,f42087,64002973,1,*,63970029,64019779,49751,+,0,inside,0,ENSG00000166401,SERPINB8,4
723,16,83969122,cg01702744,83969123,f11317,83969122,1,*,83968244,84002776,34533,+,0,inside,0,ENSG00000103154,NECAB2,4
724,20,2536585,cg03243506,2536586,f21455,2536585,1,*,2536573,2643580,107008,+,0,inside,0,ENSG00000149488,TMC2,4
725,5,180179623,cg11964461,180179624,f73613,180179623,1,*,180100795,180209211,108417,-,0,inside,0,ENSG00000146090,RASGEF1C,4
726,1,29123001,cg07556059,29123002,f48188,29123001,1,*,29119429,29123903,4475,-,0,inside,0,ENSG00000253304,TMEM200B,4
727,19,10096515,cg16605127,10096516,f100376,10096515,1,*,10092338,10102678,10341,-,0,inside,0,ENSG00000130812,ANGPTL6,4
728,19,3676584,cg19736470,3676585,f117020,3676584,1,*,3630183,3700468,70286,-,0,inside,0,ENSG00000186111,PIP5K1C,4
729,1,154558206,cg08008562,154558207,f50948,154558206,1,*,154548577,154559028,10452,-,0,inside,0,ENSG00000160714,UBE2Q1,4
730,7,28177232,cg16286055,28177233,f98381,28177232,1,*,27830573,28180795,350223,-,0,inside,0,ENSG00000153814,JAZF1,4
731,3,11225839,cg17571559,11225840,f105618,11225839,1,*,11193439,11225877,32439,-,0,inside,0,ENSG00000285906,,4
732,3,11225839,cg17571559,11225840,f105618,11225839,1,*,11137093,11263557,126465,+,0,inside,0,ENSG00000196639,HRH1,4
733,15,59276513,cg13887966,59276514,f84470,59276513,1,*,59132434,59372871,240438,-,0,inside,0,ENSG00000157483,MYO1E,4
734,18,58256663,cg11211204,58256664,f69387,58256663,1,*,58044226,58401540,357315,+,0,inside,0,ENSG00000049759,NEDD4L,4
735,3,50102677,cg23830169,50102678,f137922,50102677,1,*,50088919,50119021,30103,+,0,inside,0,ENSG00000003756,RBM5,4
736,14,93789015,cg00745231,93789016,f5053,93789015,1,*,93718298,93788485,70188,-,529,upstream,529,ENSG00000175785,PRIMA1,4
737,14,105153174,cg19664185,105153175,f116620,105153174,1,*,105152194,105181194,29001,-,0,inside,0,ENSG00000257622,,4
738,14,105153174,cg19664185,105153175,f116620,105153174,1,*,105140982,105168824,27843,-,0,inside,0,ENSG00000184916,JAG2,4
739,1,54781281,cg24550149,54781282,f141869,54781281,1,*,54779712,54801323,21612,-,0,inside,0,ENSG00000006555,TTC22,4
740,16,2178349,cg02049404,2178350,f13593,2178349,1,*,2177180,2196605,19426,-,0,inside,0,ENSG00000167971,CASKIN1,4
741,1,3417537,cg09788762,3417538,f61368,3417537,1,*,3069168,3438621,369454,+,0,inside,0,ENSG00000142611,PRDM16,4
742,19,3959671,cg04284660,3959672,f27987,3959671,1,*,3958453,3971123,12671,-,0,inside,0,ENSG00000167657,DAPK3,4
743,4,1002997,cg00187933,1002998,f1339,1002997,1,*,986997,1004564,17568,+,0,inside,0,ENSG00000127415,IDUA,4
744,12,117045148,cg01363734,117045149,f9096,117045148,1,*,117038923,117099479,60557,-,0,inside,0,ENSG00000088992,TESC,4
745,12,45926327,cg04700215,45926328,f30660,45926327,1,*,45919131,45992120,72990,-,0,inside,0,ENSG00000139218,SCAF11,4
746,5,169300758,cg09073398,169300759,f57299,169300758,1,*,168661733,169301139,639407,-,0,inside,0,ENSG00000184347,SLIT3,4
747,22,49724875,cg13435651,49724876,f81429,49724875,1,*,49718053,49724506,6454,-,368,upstream,368,ENSG00000226954,,4
748,2,235671136,cg12436738,235671137,f76154,235671136,1,*,235494043,236131800,637758,+,0,inside,0,ENSG00000157985,AGAP1,4
749,20,36819942,cg06534752,36819943,f41751,36819942,1,*,36777447,36863538,86092,-,0,inside,0,ENSG00000149639,SOGA1,4
750,1,154760384,cg18713316,154760385,f111691,154760384,1,*,154697455,154870281,172827,-,0,inside,0,ENSG00000143603,KCNN3,4
751,9,121651249,cg13595518,121651250,f82553,121651249,1,*,121567057,121785530,218474,+,0,inside,0,ENSG00000136848,DAB2IP,4
752,17,81642069,cg24874389,81642070,f143639,81642069,1,*,81556887,81648465,91579,-,0,inside,0,ENSG00000182446,NPLOC4,4
753,17,81642069,cg24874389,81642070,f143639,81642069,1,*,81637171,81648749,11579,+,0,inside,0,ENSG00000182612,TSPAN10,4
754,19,18650754,cg18404706,18650755,f110050,18650754,1,*,18637025,18671721,34697,+,0,inside,0,ENSG00000167487,KLHL26,4
755,2,117837046,cg15796911,117837047,f95654,117837046,1,*,117833937,117841658,7722,+,0,inside,0,ENSG00000236255,,4
756,17,80829325,cg26633077,80829326,f152900,80829325,1,*,80544819,80966371,421553,+,0,inside,0,ENSG00000141564,RPTOR,4
757,3,149216054,cg09457255,149216055,f59480,149216054,1,*,149162410,149221829,59420,-,0,inside,0,ENSG00000047457,CP,4
758,11,122856732,cg07537821,122856733,f48079,122856732,1,*,122838500,122872643,34144,+,0,inside,0,ENSG00000109943,CRTAM,4
759,2,217905485,cg06320380,217905486,f40485,217905485,1,*,217799588,218033982,234395,-,0,inside,0,ENSG00000079308,TNS1,4
760,13,110665675,cg14677983,110665676,f89736,110665675,1,*,110641412,110713603,72192,-,0,inside,0,ENSG00000134905,CARS2,4
761,12,95956942,cg26410635,95956943,f151724,95956942,1,*,95943331,95968720,25390,+,0,inside,0,ENSG00000139344,AMDHD1,4
762,11,118176488,cg10513118,118176489,f65517,118176488,1,*,118162806,118176639,13834,-,0,inside,0,ENSG00000149575,SCN2B,4
763,4,147683640,cg10851071,147683641,f67424,147683640,1,*,147637785,147684163,46379,-,0,inside,0,ENSG00000164169,PRMT9,4
764,20,3173620,cg00399791,3173621,f2719,3173620,1,*,3162617,3173549,10933,-,70,upstream,70,ENSG00000088899,LZTS3,4
765,3,57165505,cg09614565,57165506,f60428,57165505,1,*,57089982,57170306,80325,-,0,inside,0,ENSG00000144730,IL17RD,4
766,12,6548652,cg22434506,6548653,f130575,6548652,1,*,6538961,6556073,17113,-,0,inside,0,ENSG00000010295,IFFO1,4
767,2,120466164,cg23006519,120466165,f133569,120466164,1,*,120464335,120466218,1884,-,0,inside,0,ENSG00000280409,LINC01101,4
768,13,75481891,cg09670790,75481892,f60747,75481891,1,*,75283503,75482169,198667,-,0,inside,0,ENSG00000136111,TBC1D4,4
769,16,6019046,cg08545287,6019047,f54283,6019046,1,*,5239802,7713340,2473539,+,0,inside,0,ENSG00000078328,RBFOX1,4
770,2,25279171,cg23042148,25279172,f133757,25279171,1,*,25227855,25342590,114736,-,0,inside,0,ENSG00000119772,DNMT3A,4
771,5,1284773,cg23211257,1284774,f134692,1284773,1,*,1253147,1295068,41922,-,0,inside,0,ENSG00000164362,TERT,4
772,17,7854886,cg21845633,7854887,f127689,7854886,1,*,7855066,7856099,1034,+,179,upstream,179,ENSG00000167874,TMEM88,4
773,5,151924861,cg26851782,151924862,f154186,151924861,1,*,151822513,151924851,102339,-,9,upstream,9,ENSG00000145888,GLRA1,4
774,11,64007941,cg04935121,64007942,f32171,64007941,1,*,63998558,64166113,167556,-,0,inside,0,ENSG00000133315,MACROD1,4
775,4,99511109,cg27563778,99511110,f158077,99511109,1,*,99511012,99542303,31292,+,0,inside,0,ENSG00000138813,C4orf17,4
776,2,51026994,cg21203781,51026995,f124620,51026994,1,*,49918503,51225575,1307073,-,0,inside,0,ENSG00000179915,NRXN1,4
777,8,27465950,cg04035728,27465951,f26405,27465950,1,*,27459756,27479883,20128,-,0,inside,0,ENSG00000120903,CHRNA2,4
778,7,135749012,cg05618401,135749013,f36333,135749012,1,*,135728348,135748813,20466,-,198,upstream,198,ENSG00000189320,FAM180A,4
779,18,54958134,cg07058998,54958135,f45153,54958134,1,*,54901509,54959461,57953,-,0,inside,0,ENSG00000166510,CCDC68,4
780,3,14473149,cg10586672,14473150,f65946,14473149,1,*,14402576,14489349,86774,+,0,inside,0,ENSG00000131389,SLC6A6,4
781,14,51328214,cg16015593,51328215,f96893,51328214,1,*,51304108,51331918,27811,-,0,inside,0,ENSG00000258955,LINC00519,4
782,19,3573545,cg03603642,3573546,f23782,3573545,1,*,3538261,3574290,36030,-,0,inside,0,ENSG00000161091,MFSD12,4
783,19,3573545,cg03603642,3573546,f23782,3573545,1,*,3572777,3579088,6312,+,0,inside,0,ENSG00000064961,HMG20B,4
784,6,25042269,cg12883629,25042270,f78537,25042269,1,*,25041839,25056664,14826,+,0,inside,0,ENSG00000229313,,4
785,6,25042269,cg12883629,25042270,f78537,25042269,1,*,24804282,25042170,237889,-,98,upstream,98,ENSG00000111913,RIPOR2,4
786,13,112842086,cg14870136,112842087,f90795,112842086,1,*,112690038,112887168,197131,+,0,inside,0,ENSG00000068650,ATP11A,4
787,16,48388517,cg08247776,48388518,f52448,48388517,1,*,48356364,48448402,92039,-,0,inside,0,ENSG00000196470,SIAH1,4
788,6,169423958,cg04528808,169423959,f29572,169423958,1,*,169419969,169702047,282079,-,0,inside,0,ENSG00000285733,,4
789,6,169423958,cg04528808,169423959,f29572,169423958,1,*,169419004,169425156,6153,-,0,inside,0,ENSG00000285887,,4
790,4,113436445,cg21323720,113436446,f125246,113436445,1,*,113418054,113761927,343874,-,0,inside,0,ENSG00000145349,CAMK2D,4
791,22,50530087,cg17215449,50530088,f103709,50530087,1,*,50525752,50530032,4281,-,54,upstream,54,ENSG00000025708,TYMP,4
792,22,50530087,cg17215449,50530088,f103709,50530087,1,*,50529710,50532506,2797,-,0,inside,0,ENSG00000177989,ODF3B,4
793,10,84139419,cg27231782,84139420,f156259,84139419,1,*,84138420,84140582,2163,-,0,inside,0,ENSG00000271933,,4
794,10,84139419,cg27231782,84139420,f156259,84139419,1,*,84139509,84153568,14060,+,89,upstream,89,ENSG00000165678,GHITM,4
795,17,81057576,cg03926640,81057577,f25731,81057576,1,*,81035122,81117434,82313,+,0,inside,0,ENSG00000175866,BAIAP2,4
796,11,71548535,cg16299665,71548536,f98452,71548535,1,*,71548420,71549608,1189,+,0,inside,0,ENSG00000254997,KRTAP5-9,4
797,2,145012471,cg12058875,145012472,f74107,145012471,1,*,144666312,145262988,596677,+,0,inside,0,ENSG00000226674,TEX41,4
798,5,162067783,cg14724933,162067784,f89987,162067783,1,*,162000057,162162977,162921,+,0,inside,0,ENSG00000113327,GABRG2,4
799,12,29562285,cg22690558,29562286,f131871,29562285,1,*,29500840,29784759,283920,-,0,inside,0,ENSG00000133687,TMTC1,4
800,2,31137062,cg17333242,31137063,f104348,31137062,1,*,30910467,31155202,244736,-,0,inside,0,ENSG00000158089,GALNT14,4
801,19,1230989,cg01297744,1230990,f8712,1230989,1,*,1228287,1238027,9741,-,0,inside,0,ENSG00000099625,CBARP,4
802,11,69643876,cg09637363,69643877,f60544,69643876,1,*,69641156,69654474,13319,+,0,inside,0,ENSG00000110092,CCND1,4
803,3,147427193,cg16364155,147427194,f98854,147427193,1,*,147393422,147510293,116872,+,0,inside,0,ENSG00000152977,ZIC1,4
804,2,127645711,cg20074593,127645712,f118966,127645711,1,*,127638381,127681786,43406,-,0,inside,0,ENSG00000072163,LIMS2,4
805,2,127645711,cg20074593,127645712,f118966,127645711,1,*,127645864,127652639,6776,+,152,upstream,152,ENSG00000144230,GPR17,4
806,4,4107714,cg03844506,4107715,f25231,4107714,1,*,4048211,4107583,59373,-,130,upstream,130,ENSG00000284727,,4
807,20,20368524,cg13326227,20368525,f80737,20368524,1,*,20368104,20370949,2846,+,0,inside,0,ENSG00000173404,INSM1,4
808,19,35501889,cg27139805,35501890,f155770,35501889,1,*,35497220,35513658,16439,-,0,inside,0,ENSG00000161249,DMKN,4
809,13,51478809,cg01265068,51478810,f8503,51478809,1,*,51452364,51554678,102315,+,0,inside,0,ENSG00000236778,INTS6-AS1,4
810,15,101320832,cg07324702,101320833,f46857,101320832,1,*,101289784,101525202,235419,-,0,inside,0,ENSG00000140479,PCSK6,4
811,5,212818,cg02378861,212819,f15753,212818,1,*,196868,218153,21286,-,0,inside,0,ENSG00000164366,CCDC127,4
812,2,240966493,cg23656612,240966494,f137086,240966493,1,*,240906330,240993311,86982,+,0,inside,0,ENSG00000226321,CROCC2,4
813,2,240966493,cg23656612,240966494,f137086,240966493,1,*,240954617,240967451,12835,-,0,inside,0,ENSG00000233392,UICLM,4
814,10,133087775,cg07068327,133087776,f45218,133087775,1,*,133083073,133088491,5419,-,0,inside,0,ENSG00000256925,ADGRA1-AS1,4
815,10,133087775,cg07068327,133087776,f45218,133087775,1,*,133087924,133131675,43752,+,148,upstream,148,ENSG00000197177,ADGRA1,4
816,17,50560088,cg14261472,50560089,f87042,50560088,1,*,50556207,50562108,5902,-,0,inside,0,ENSG00000250107,CACNA1G-AS1,4
817,17,50560088,cg14261472,50560089,f87042,50560088,1,*,50560715,50627474,66760,+,626,upstream,626,ENSG00000006283,CACNA1G,4
818,8,125430192,cg00184235,125430193,f1309,125430192,1,*,125430358,125438403,8046,+,165,upstream,165,ENSG00000173334,TRIB1,4
819,3,195889423,cg27418204,195889424,f157274,195889423,1,*,195863364,195911945,48582,-,0,inside,0,ENSG00000061938,TNK2,4
820,9,34255151,cg14096074,34255152,f85900,34255151,1,*,34252380,34329268,76889,-,0,inside,0,ENSG00000186638,KIF24,4
821,2,38115305,cg26682499,38115306,f153199,38115305,1,*,38073447,38231651,158205,+,0,inside,0,ENSG00000232973,CYP1B1-AS1,4
822,3,24495818,cg25336332,24495819,f145991,24495818,1,*,24494087,24681711,187625,+,0,inside,0,ENSG00000228791,THRB-AS1,4
823,3,24495818,cg25336332,24495819,f145991,24495818,1,*,24117153,24495756,378604,-,61,upstream,61,ENSG00000151090,THRB,4
824,10,114174341,cg00568128,114174342,f3902,114174341,1,*,114120862,114174232,53371,-,108,upstream,108,ENSG00000165813,CCDC186,4
825,10,114174341,cg00568128,114174342,f3902,114174341,1,*,114174105,114174179,75,-,161,upstream,161,ENSG00000284442,MIR2110,4
826,14,24274185,cg14836555,24274186,f90604,24274185,1,*,24271213,24298846,27634,+,0,inside,0,ENSG00000288044,,4
827,14,24274185,cg14836555,24274186,f90604,24274185,1,*,24271726,24279089,7364,+,0,inside,0,ENSG00000286825,,4
828,15,65792586,cg06650067,65792587,f42461,65792586,1,*,65658046,65792293,134248,-,292,upstream,292,ENSG00000174485,DENND4A,4
829,15,65792586,cg06650067,65792587,f42461,65792586,1,*,65726054,65891989,165936,+,0,inside,0,ENSG00000103769,RAB11A,4
830,16,11180139,cg00579794,11180140,f3984,11180139,1,*,10944564,11182186,237623,+,0,inside,0,ENSG00000038532,CLEC16A,4
831,17,82318004,cg09944616,82318005,f62306,82318004,1,*,82314868,82317608,2741,-,395,upstream,395,ENSG00000173762,CD7,4
832,8,55101240,cg09388605,55101241,f59094,55101240,1,*,55102028,55542054,440027,+,787,upstream,787,ENSG00000206579,XKR4,4
833,2,104868050,cg22928386,104868051,f133153,104868050,1,*,104865407,104872595,7189,-,0,inside,0,ENSG00000229743,LINC01159,4
834,2,104868050,cg22928386,104868051,f133153,104868050,1,*,104853285,104927722,74438,+,0,inside,0,ENSG00000269707,,4
835,17,81403865,cg07855465,81403866,f50035,81403865,1,*,81395457,81466332,70876,+,0,inside,0,ENSG00000266074,BAHCC1,4
836,4,185210131,cg06416883,185210132,f41029,185210131,1,*,185204237,185370185,165949,+,0,inside,0,ENSG00000109762,SNX25,4
837,4,185210131,cg06416883,185210132,f41029,185210131,1,*,185159665,185209504,49840,-,626,upstream,626,ENSG00000164323,CFAP97,4
838,10,8053537,cg13814485,8053538,f84005,8053537,1,*,8045378,8075198,29821,+,0,inside,0,ENSG00000107485,GATA3,4
839,10,8053537,cg13814485,8053538,f84005,8053537,1,*,8050450,8053484,3035,-,52,upstream,52,ENSG00000197308,GATA3-AS1,4
840,6,2917060,cg12608475,2917061,f77127,2917060,1,*,2916894,2917733,840,+,0,inside,0,ENSG00000228365,,4
841,17,79986005,cg24904739,79986006,f143806,79986005,1,*,79932343,80035872,103530,-,0,inside,0,ENSG00000167291,TBC1D16,4
842,12,120690465,cg24975581,120690466,f144158,120690465,1,*,120687149,120701859,14711,+,0,inside,0,ENSG00000110917,MLEC,4
843,3,50323236,cg26460678,50323237,f151993,50323236,1,*,50320027,50328251,8225,-,0,inside,0,ENSG00000114383,TUSC2,4
844,3,50323236,cg26460678,50323237,f151993,50323236,1,*,50317790,50322782,4993,-,453,upstream,453,ENSG00000068001,HYAL2,4
845,14,101781916,cg05920961,101781917,f38155,101781916,1,*,101761798,101927989,166192,+,0,inside,0,ENSG00000078304,PPP2R5C,4
846,19,10681021,cg06588457,10681022,f42053,10681021,1,*,10654261,10692417,38157,+,0,inside,0,ENSG00000129351,ILF3,4
847,8,105319767,cg15449956,105319768,f93801,105319767,1,*,104590733,105804539,1213807,+,0,inside,0,ENSG00000169946,ZFPM2,4
848,6,62286225,cg22014661,62286226,f128531,62286225,1,*,61679961,62286225,606265,-,0,inside,0,ENSG00000112232,KHDRBS2,4
849,1,2052335,cg20285026,2052336,f119983,2052335,1,*,2050411,2185395,134985,+,0,inside,0,ENSG00000067606,PRKCZ,4
850,2,70888864,cg08793877,70888865,f55687,70888864,1,*,70887871,70889959,2089,+,0,inside,0,ENSG00000237751,LINC01143,4
851,21,43658196,cg09629169,43658197,f60505,43658196,1,*,43659560,43696079,36520,+,1363,upstream,1363,ENSG00000160208,RRP1B,4
852,21,43658196,cg09629169,43658197,f60505,43658196,1,*,43529186,43659488,130303,-,0,inside,0,ENSG00000160207,HSF2BP,4
853,17,36943575,cg04588165,36943576,f29976,36943575,1,*,36936785,36944612,7828,+,0,inside,0,ENSG00000273706,LHX1,4
854,17,36943575,cg04588165,36943576,f29976,36943575,1,*,36940049,36943456,3408,-,118,upstream,118,ENSG00000276707,,4
855,14,100223276,cg18101488,100223277,f108352,100223276,1,*,100207407,100238555,31149,-,0,inside,0,ENSG00000258982,,4
856,9,89178450,cg14048780,89178451,f85584,89178450,1,*,89005771,89178818,173048,-,0,inside,0,ENSG00000148082,SHC3,4
857,7,153749641,cg07587893,153749642,f48413,153749641,1,*,153715074,153748986,33913,-,654,upstream,654,ENSG00000287744,,4
858,3,59818709,cg01556706,59818710,f10412,59818709,1,*,59747277,61251459,1504183,-,0,inside,0,ENSG00000189283,FHIT,4
859,19,18777989,cg15190383,18777990,f92547,18777989,1,*,18683678,18782333,98656,+,0,inside,0,ENSG00000105662,CRTC1,4
860,2,241268505,cg00704780,241268506,f4792,241268505,1,*,241227264,241317061,89798,-,0,inside,0,ENSG00000115677,HDLBP,4
861,11,95089680,cg07343527,95089681,f46965,95089680,1,*,95089846,95132645,42800,+,165,upstream,165,ENSG00000149218,ENDOD1,4
862,5,132270700,cg01329434,132270701,f8916,132270700,1,*,132257696,132273454,15759,+,0,inside,0,ENSG00000131435,PDLIM4,4
863,5,132270700,cg01329434,132270701,f8916,132270700,1,*,132190147,132295315,105169,-,0,inside,0,ENSG00000072682,P4HA2,4
864,3,49029718,cg23437162,49029719,f135944,49029718,1,*,49029707,49094363,64657,-,0,inside,0,ENSG00000198218,QRICH1,4
865,3,49029718,cg23437162,49029719,f135944,49029718,1,*,49024325,49029447,5123,-,270,upstream,270,ENSG00000178035,IMPDH2,4
866,17,29591840,cg23167225,29591841,f134461,29591840,1,*,29560547,29707090,146544,+,0,inside,0,ENSG00000264031,ABHD15-AS1,4
867,17,29591840,cg23167225,29591841,f134461,29591840,1,*,29573475,29594054,20580,-,0,inside,0,ENSG00000108262,GIT1,4
868,17,29591840,cg23167225,29591841,f134461,29591840,1,*,29589769,29614761,24993,+,0,inside,0,ENSG00000198720,ANKRD13B,4
869,17,29591840,cg23167225,29591841,f134461,29591840,1,*,29591703,29592241,539,-,0,inside,0,ENSG00000264647,,4
870,20,63006797,cg21161253,63006798,f124364,63006797,1,*,63005927,63007035,1109,-,0,inside,0,ENSG00000125533,BHLHE23,4
871,14,24081717,cg08252855,24081718,f52482,24081717,1,*,24078662,24115010,36349,-,0,inside,0,ENSG00000129535,NRL,4
872,17,74935697,cg26296337,74935698,f151041,74935697,1,*,74935898,74949992,14095,+,200,upstream,200,ENSG00000182938,OTOP3,4
873,4,48483284,cg19247841,48483285,f114394,48483284,1,*,48483343,48489526,6184,+,58,upstream,58,ENSG00000145248,SLC10A4,4
874,1,217528456,cg15975676,217528457,f96636,217528456,1,*,217426992,217631090,204099,-,0,inside,0,ENSG00000092978,GPATCH2,4
