,seqnames,start,Composite Element REF,End,c
62980,1,152037235,cg10069121,152037236,4
63057,2,100292175,cg10081994,100292176,4
9727,19,18426564,cg01450303,18426565,4
105551,3,160404457,cg17554896,160404458,4
10490,1,31714755,cg01566260,31714756,4
93341,6,116370219,cg15366353,116370220,4
64406,1,206061416,cg10314411,206061417,4
153391,6,62286214,cg26715952,62286215,4
131277,13,112843994,cg22571393,112843995,4
69326,3,192514679,cg11201710,192514680,4
110573,8,38996551,cg18497394,38996552,4
32482,16,2163439,cg04987122,2163440,4
102578,1,1392104,cg17014728,1392105,4
74266,18,58256773,cg12079266,58256774,4
26452,12,57816878,cg04046364,57816879,4
4651,6,34696922,cg00685025,34696923,4
83193,14,19826846,cg13688162,19826847,4
41534,20,57092247,cg06499892,57092248,4
125770,1,228457926,cg21453443,228457927,4
48405,5,90474673,cg07586900,90474674,4
98416,13,101452655,cg16293118,101452656,4
125392,2,235660269,cg21368566,235660270,4
41665,15,83285131,cg06523224,83285132,4
73975,7,155457604,cg12034383,155457605,4
142934,6,5287610,cg24743155,5287611,4
27814,5,45696389,cg04259977,45696390,4
54163,19,42302856,cg08529186,42302857,4
135009,10,88882246,cg23264429,88882247,4
85521,17,80337757,cg14038259,80337758,4
66550,17,8079352,cg10693616,8079353,4
155664,11,101034339,cg27121959,101034340,4
115855,11,420266,cg19528419,420267,4
116126,14,68016202,cg19578161,68016203,4
113233,8,691497,cg19002941,691498,4
69661,17,29109948,cg11253957,29109949,4
20781,16,20348649,cg03140788,20348650,4
93559,12,104736504,cg15404019,104736505,4
64767,12,98404498,cg10376360,98404499,4
15213,16,54121565,cg02302035,54121566,4
158008,1,6167963,cg27552584,6167964,4
59656,5,74865362,cg09484541,74865363,4
102161,22,50177289,cg16926050,50177290,4
135881,10,87020184,cg23424357,87020185,4
122595,3,58178441,cg20788021,58178442,4
102466,4,128287940,cg16991595,128287941,4
156847,8,91070790,cg27333517,91070791,4
62968,20,63411137,cg10067304,63411138,4
121019,1,25543516,cg20490126,25543517,4
120323,2,120278864,cg20349803,120278865,4
32323,12,90938702,cg04961225,90938703,4
42107,8,48978314,cg06598461,48978315,4
53032,17,36661485,cg08332866,36661486,4
156833,3,194135149,cg27331225,194135150,4
124235,17,2063502,cg21138550,2063503,4
58053,19,13876986,cg09212407,13876987,4
8801,19,52493295,cg01310750,52493296,4
39835,6,157943804,cg06199939,157943805,4
94964,19,48729285,cg15673069,48729286,4
41173,16,19117906,cg06442240,19117907,4
42947,19,4406722,cg06727521,4406723,4
11053,16,69937223,cg01656717,69937224,4
120947,11,122100524,cg20475322,122100525,4
128055,17,61416679,cg21915678,61416680,4
120465,3,71542278,cg20382675,71542279,4
131270,17,20896219,cg22570042,20896220,4
90632,6,42104945,cg14843341,42104946,4
144752,2,69767093,cg25099065,69767094,4
7589,7,37248245,cg01119452,37248246,4
62273,8,17157280,cg09938978,17157281,4
157624,7,102912922,cg27481555,102912923,4
60565,6,7640911,cg09640300,7640912,4
70262,20,38429853,cg11363483,38429854,4
109195,1,19679018,cg18243460,19679019,4
126138,1,7685057,cg21525092,7685058,4
54492,16,89373525,cg08583277,89373526,4
5975,16,69950986,cg00887602,69950987,4
112263,5,158958435,cg18816534,158958436,4
67197,2,63046805,cg10814803,63046806,4
8983,6,43644910,cg01344171,43644911,4
86525,9,132590048,cg14192291,132590049,4
137319,14,54754769,cg23691492,54754770,4
141561,11,65891355,cg24497897,65891356,4
154,1,244048664,cg00021576,244048665,4
20941,2,199461868,cg03163783,199461869,4
4758,20,45469583,cg00700485,45469584,4
80580,6,79947698,cg13297865,79947699,4
46068,15,78348194,cg07199257,78348195,4
23024,16,73048152,cg03490839,73048153,4
33220,4,151761747,cg05106659,151761748,4
29190,7,149717810,cg04468334,149717811,4
121146,17,75081527,cg20519525,75081528,4
95081,6,37353897,cg15689570,37353898,4
102982,1,31423545,cg17086398,31423546,4
59886,7,159010029,cg09520126,159010030,4
3099,22,19022906,cg00458681,19022907,4
60376,2,199469861,cg09605636,199469862,4
147223,20,51802692,cg25570495,51802693,4
141093,8,26514035,cg24410546,26514036,4
101088,3,123071331,cg16720405,123071332,4
124701,15,40744588,cg21217092,40744589,4
2210,8,24218707,cg00327697,24218708,4
130984,16,87218233,cg22510362,87218234,4
45632,7,100097914,cg07129731,100097915,4
144992,11,73264359,cg25137204,73264360,4
55381,16,31455755,cg08729927,31455756,4
45407,2,430882,cg07095908,430883,4
50162,13,20521573,cg07879785,20521574,4
59887,16,66802145,cg09520536,66802146,4
9172,17,31575227,cg01376318,31575228,4
111486,12,114684296,cg18673726,114684297,4
4767,10,122468962,cg00701951,122468963,4
47164,19,12825988,cg07377760,12825989,4
62940,1,2534836,cg10061384,2534837,4
120457,11,66856787,cg20381020,66856788,4
82084,11,62922085,cg13530039,62922086,4
126523,19,33373524,cg21591820,33373525,4
123312,8,55101873,cg20948997,55101874,4
94972,2,237627267,cg15674193,237627268,4
113349,19,48837508,cg19024700,48837509,4
63508,19,38264215,cg10154122,38264216,4
72338,2,148875030,cg11752586,148875031,4
119107,3,97822601,cg20103104,97822602,4
116214,1,207911295,cg19591881,207911296,4
118834,10,114286973,cg20050194,114286974,4
140123,6,158921936,cg24223887,158921937,4
22346,2,217905514,cg03383268,217905515,4
102064,10,45004808,cg16908948,45004809,4
11863,5,10332005,cg01790438,10332006,4
15916,19,36032682,cg02401399,36032683,4
25484,17,8249094,cg03884213,8249095,4
70302,7,37449057,cg11372090,37449058,4
84496,15,85770710,cg13892257,85770711,4
133465,11,66267313,cg22986178,66267314,4
96071,14,77158195,cg15867125,77158196,4
14969,17,80940529,cg02266055,80940530,4
28108,22,46331338,cg04300687,46331339,4
46209,2,120580922,cg07218647,120580923,4
37958,13,30932133,cg05888037,30932134,4
50665,7,45574701,cg07960450,45574702,4
122344,12,69362799,cg20736513,69362800,4
130125,2,218871590,cg22344703,218871591,4
77,2,201866169,cg00009750,201866170,4
94963,18,3499095,cg15673034,3499096,4
23302,7,153887754,cg03532926,153887755,4
51762,11,448262,cg08139102,448263,4
13745,5,159442626,cg02070906,159442627,4
59528,5,172748852,cg09464735,172748853,4
98842,11,430036,cg16362232,430037,4
22871,2,219279118,cg03465285,219279119,4
17137,19,19110507,cg02595575,19110508,4
51893,1,30904534,cg08161802,30904535,4
93944,12,98895517,cg15475576,98895518,4
126443,1,46302299,cg21576698,46302300,4
68323,20,20368924,cg11015038,20368925,4
57155,22,42519884,cg09048955,42519885,4
135317,11,65356039,cg23319460,65356040,4
120167,8,102867840,cg20320088,102867841,4
106657,10,60141747,cg17792419,60141748,4
7062,7,44325690,cg01044261,44325691,4
54332,19,994363,cg08553857,994364,4
93307,2,128170398,cg15357118,128170399,4
146588,22,41620994,cg25436985,41620995,4
132615,22,46678913,cg22829799,46678914,4
18327,6,169070727,cg02768671,169070728,4
9788,14,62116670,cg01459854,62116671,4
16665,16,81678449,cg02521750,81678450,4
83967,4,25914300,cg13808325,25914301,4
14135,14,94388697,cg02126235,94388698,4
91225,17,80475847,cg14954491,80475848,4
87177,18,48923019,cg14283454,48923020,4
3754,16,67909194,cg00548618,67909195,4
104739,9,95045411,cg17406248,95045412,4
13476,16,70688551,cg02030542,70688552,4
150369,8,128048802,cg26180383,128048803,4
79272,12,13980470,cg13028930,13980471,4
10730,16,15599398,cg01603430,15599399,4
38001,4,40857232,cg05894734,40857233,4
41314,11,64998026,cg06465315,64998027,4
148743,20,3707177,cg25879745,3707178,4
89779,22,21735843,cg14685355,21735844,4
2189,2,165469104,cg00324128,165469105,4
46240,3,46497523,cg07224221,46497524,4
157420,1,15526693,cg27444789,15526694,4
67996,2,228181799,cg10959353,228181800,4
106690,1,31591805,cg17799742,31591806,4
79386,1,1399423,cg13053783,1399424,4
153926,13,113631645,cg26813557,113631646,4
45648,7,135247931,cg07131943,135247932,4
82619,9,126587485,cg13604154,126587486,4
37089,22,38866334,cg05738585,38866335,4
93293,3,84958666,cg15355387,84958667,4
23025,7,150632361,cg03490881,150632362,4
90111,19,46471923,cg14750269,46471924,4
51961,19,2556026,cg08172637,2556027,4
15950,10,124044251,cg02408538,124044252,4
114388,6,26250691,cg19247350,26250692,4
2436,2,27493956,cg00360324,27493957,4
10992,15,82647983,cg01645753,82647984,4
2622,1,41382302,cg00385863,41382303,4
125658,4,139858795,cg21429780,139858796,4
125757,1,5890773,cg21451253,5890774,4
129258,19,16070562,cg22160267,16070563,4
59667,12,64825698,cg09486902,64825699,4
39963,3,84958808,cg06217406,84958809,4
27748,1,32249882,cg04249754,32249883,4
135935,8,138477514,cg23434592,138477515,4
73235,2,127144306,cg11902543,127144307,4
152905,15,68819036,cg26634409,68819037,4
10324,8,6598661,cg01544777,6598662,4
129221,6,45556609,cg22153312,45556610,4
150134,5,65099717,cg26140007,65099718,4
14415,2,214810327,cg02172142,214810328,4
139798,1,151720746,cg24158160,151720747,4
63309,8,20255448,cg10121113,20255449,4
113270,6,4776435,cg19009714,4776436,4
52858,8,30723287,cg08305799,30723288,4
25918,1,109764020,cg03956353,109764021,4
120198,17,81688133,cg20326572,81688134,4
74488,17,58328933,cg12117658,58328934,4
86198,9,91950498,cg14145355,91950499,4
114554,17,82602222,cg19277182,82602223,4
46049,17,28725810,cg07195577,28725811,4
84847,12,53218767,cg13937905,53218768,4
132138,12,114667714,cg22741264,114667715,4
132224,19,2783383,cg22758067,2783384,4
85124,9,137054611,cg13981310,137054612,4
37475,10,102657326,cg05805172,102657327,4
76887,9,136508861,cg12566821,136508862,4
29965,3,11558166,cg04585669,11558167,4
155683,16,31214029,cg27124512,31214030,4
89045,8,38647374,cg14565485,38647375,4
91062,19,36236083,cg14920716,36236084,4
156427,16,68539034,cg27268840,68539035,4
101761,2,38533565,cg16851385,38533566,4
58279,17,63941048,cg09247259,63941049,4
29149,13,24263799,cg04462561,24263800,4
49802,19,36572898,cg07816786,36572899,4
48451,5,7293042,cg07592216,7293043,4
62565,2,48357221,cg09994323,48357222,4
8065,18,57439865,cg01193769,57439866,4
24358,13,27971429,cg03697308,27971430,4
56640,7,102321656,cg08952306,102321657,4
105146,17,83058309,cg17479060,83058310,4
76835,2,234954721,cg12559925,234954722,4
151849,10,12720779,cg26433640,12720780,4
61722,16,4701266,cg09849600,4701267,4
84677,2,1788905,cg13915464,1788906,4
16593,11,19774670,cg02509000,19774671,4
15391,19,2085287,cg02326386,2085288,4
35431,5,115545018,cg05461448,115545019,4
128511,11,101132090,cg22010617,101132091,4
86217,9,78027548,cg14149552,78027549,4
127328,2,219514538,cg21767952,219514539,4
57080,6,131860681,cg09035093,131860682,4
104603,9,113901189,cg17379532,113901190,4
31252,1,17441563,cg04794690,17441564,4
15989,16,31472213,cg02417684,31472214,4
104662,12,124380111,cg17387577,124380112,4
45318,16,85395429,cg07082267,85395430,4
126339,2,239111716,cg21559747,239111717,4
119141,19,55503445,cg20110801,55503446,4
41602,12,34338207,cg06512316,34338208,4
70101,1,24187454,cg11337018,24187455,4
73414,16,58684562,cg11933375,58684563,4
22192,3,197747135,cg03358636,197747136,4
121069,22,30472180,cg20501434,30472181,4
143375,5,114362748,cg24830738,114362749,4
62231,1,214658865,cg09933323,214658866,4
117516,6,44063255,cg19816080,44063256,4
86854,14,99198007,cg14233720,99198008,4
140007,3,99645217,cg24198004,99645218,4
4921,14,101781565,cg00723271,101781566,4
79667,21,36174169,cg13114315,36174170,4
5619,1,162373995,cg00832644,162373996,4
128248,17,1606747,cg21949830,1606748,4
29021,5,37832420,cg04442426,37832421,4
41327,5,15936659,cg06468166,15936660,4
145368,17,1606659,cg25212453,1606660,4
63599,19,45467707,cg10168687,45467708,4
142847,7,148434184,cg24727339,148434185,4
103452,4,150078771,cg17169566,150078772,4
129019,17,82615104,cg22112987,82615105,4
74120,20,45631273,cg12061127,45631274,4
44607,12,52007664,cg06970510,52007665,4
42434,1,218342218,cg06645242,218342219,4
155105,15,100627950,cg27016565,100627951,4
141390,10,113162882,cg24463290,113162883,4
104436,12,57236324,cg17346952,57236325,4
36073,13,112983501,cg05572417,112983502,4
76604,12,3107092,cg12514734,3107093,4
12617,5,1088893,cg01903305,1088894,4
129678,7,549578,cg22247495,549579,4
147284,15,64247040,cg25581222,64247041,4
49773,12,117045281,cg07812715,117045282,4
133904,19,35278899,cg23063900,35278900,4
52440,15,66347368,cg08246659,66347369,4
104264,2,71227370,cg17320237,71227371,4
97964,7,151058484,cg16218204,151058485,4
93856,1,30751003,cg15459165,30751004,4
92586,22,21467687,cg15200796,21467688,4
106756,1,76071778,cg17812253,76071779,4
131355,7,5485332,cg22586569,5485333,4
47326,11,43644420,cg07404784,43644421,4
17345,3,47782041,cg02627110,47782042,4
102105,17,75753613,cg16916914,75753614,4
33605,6,14209141,cg05168368,14209142,4
140432,12,120649886,cg24292016,120649887,4
4536,16,57115935,cg00664454,57115936,4
8259,10,8054405,cg01224891,8054406,4
91450,1,55039298,cg14993491,55039299,4
115411,17,39563660,cg19439043,39563661,4
102904,15,98866719,cg17074431,98866720,4
14546,15,79896435,cg02196730,79896436,4
754,1,6599206,cg00103568,6599207,4
44122,7,5407722,cg06898168,5407723,4
147355,19,39169721,cg25597084,39169722,4
122973,11,955120,cg20877443,955121,4
67637,2,241680891,cg10888811,241680892,4
42146,17,897272,cg06604589,897273,4
18243,15,90717306,cg02756768,90717307,4
5481,12,47705941,cg00811081,47705942,4
116396,13,97275884,cg19624681,97275885,4
52885,6,163100135,cg08310224,163100136,4
93043,11,66267364,cg15299835,66267365,4
129531,13,111668923,cg22216757,111668924,4
23019,12,8822600,cg03490200,8822601,4
99775,14,57268827,cg16517186,57268828,4
148718,1,228446203,cg25874119,228446204,4
77315,4,3179203,cg12636882,3179204,4
29176,16,66487288,cg04466886,66487289,4
121939,12,56038360,cg20672549,56038361,4
102953,2,133568795,cg17081914,133568796,4
103622,12,52321564,cg17200441,52321565,4
66240,2,105438549,cg10635061,105438550,4
88152,19,49689764,cg14440600,49689765,4
32884,3,134033031,cg05046771,134033032,4
38823,13,28338609,cg06021990,28338610,4
96131,12,50763989,cg15877906,50763990,4
89905,13,111505385,cg14709833,111505386,4
79771,2,241538749,cg13140943,241538750,4
87817,6,5998953,cg14386951,5998954,4
51791,16,86512768,cg08142918,86512769,4
21230,16,15434901,cg03210180,15434902,4
5416,17,30669029,cg00801512,30669030,4
152266,7,139753782,cg26515926,139753783,4
6879,19,50333304,cg01017355,50333305,4
5150,2,160379577,cg00760729,160379578,4
64641,14,104179350,cg10357473,104179351,4
11800,17,81085059,cg01780984,81085060,4
98371,3,45677313,cg16283183,45677314,4
158064,17,82410642,cg27561875,82410643,4
141445,15,29612367,cg24476826,29612368,4
51389,3,177197804,cg08084454,177197805,4
6999,16,81530587,cg01033642,81530588,4
18835,16,2082722,cg02851047,2082723,4
138694,1,157138884,cg23969559,157138885,4
137585,4,73574279,cg23746628,73574280,4
105300,19,13506198,cg17509220,13506199,4
143249,7,6504476,cg24804544,6504477,4
105425,3,196216765,cg17526770,196216766,4
100011,13,113638348,cg16551481,113638349,4
127008,1,63330592,cg21695661,63330593,4
83957,11,17014329,cg13807363,17014330,4
98659,22,27678074,cg16331674,27678075,4
1229,1,214605779,cg00173170,214605780,4
117957,14,99971884,cg19891001,99971885,4
82759,10,48982800,cg13623664,48982801,4
144459,1,1757537,cg25031205,1757538,4
83911,14,102946516,cg13800228,102946517,4
13986,8,11996369,cg02101571,11996370,4
146084,3,191282457,cg25350827,191282458,4
31709,2,84865749,cg04865008,84865750,4
88762,1,155224991,cg14528056,155224992,4
97365,17,80450530,cg16102971,80450531,4
77730,1,192904782,cg12725760,192904783,4
45663,8,109539764,cg07134589,109539765,4
25280,11,107841016,cg03851835,107841017,4
43301,7,142797060,cg06779469,142797061,4
145980,8,42413002,cg25334660,42413003,4
110494,2,96858089,cg18483322,96858090,4
11876,4,26860560,cg01791890,26860561,4
111302,7,101916234,cg18636829,101916235,4
123680,22,43421378,cg21023520,43421379,4
32598,22,39350545,cg05003791,39350546,4
79093,8,28083888,cg12991306,28083889,4
123835,18,4455512,cg21053831,4455513,4
139889,14,103532728,cg24172989,103532729,4
91602,7,1437555,cg15018486,1437556,4
43195,7,128829745,cg06761584,128829746,4
107649,19,35856789,cg17975002,35856790,4
151178,4,760115,cg26319363,760116,4
65637,17,41836100,cg10532362,41836101,4
49885,1,109254711,cg07833104,109254712,4
79080,3,84958954,cg12989890,84958955,4
23086,1,45522049,cg03501596,45522050,4
41821,17,81445762,cg06546521,81445763,4
5616,1,31238241,cg00832476,31238242,4
145201,10,33194181,cg25179876,33194182,4
47158,7,35982666,cg07376561,35982667,4
50278,5,127228914,cg07897069,127228915,4
83521,1,154192223,cg13740187,154192224,4
19684,19,1955396,cg02968914,1955397,4
116695,10,8054639,cg19679989,8054640,4
97706,4,1339875,cg16172026,1339876,4
80635,3,124094572,cg13308143,124094573,4
52528,22,50578072,cg08260245,50578073,4
140497,11,45850385,cg24305156,45850386,4
54433,19,7609461,cg08575633,7609462,4
138165,17,41027223,cg23878404,41027224,4
0,16,53434200,cg00000029,53434201,4
78922,5,149024551,cg12960696,149024552,4
98890,4,37960420,cg16370389,37960421,4
43316,5,16179026,cg06782035,16179027,4
79875,7,6272810,cg13159559,6272811,4
4470,10,89532645,cg00655147,89532646,4
132572,6,151341654,cg22822893,151341655,4
147861,15,40769890,cg25700533,40769891,4
144788,1,33633367,cg25104186,33633368,4
91549,3,195886770,cg15010544,195886771,4
59315,4,23818306,cg09427718,23818307,4
2495,6,26457893,cg00369351,26457894,4
25719,8,142464117,cg03924566,142464118,4
4994,8,100464375,cg00735595,100464376,4
103243,8,115664711,cg17131553,115664712,4
11552,11,112260786,cg01743835,112260787,4
4364,10,38095173,cg00637047,38095174,4
150284,17,40417828,cg26164164,40417829,4
25136,12,54418301,cg03826594,54418302,4
9945,17,6893622,cg01484296,6893623,4
94750,10,133050113,cg15630743,133050114,4
107488,22,23388320,cg17944263,23388321,4
127387,8,66439362,cg21779231,66439363,4
131588,17,7905955,cg22633819,7905956,4
108268,19,17230815,cg18086853,17230816,4
139738,13,113399922,cg24148133,113399923,4
2006,15,32616199,cg00297451,32616200,4
29630,3,188317195,cg04535966,188317196,4
41945,6,100461245,cg06567227,100461246,4
69272,8,80753036,cg11191368,80753037,4
56907,5,67001150,cg09005125,67001151,4
141472,19,49684736,cg24482653,49684737,4
57970,4,2041687,cg09190280,2041688,4
103579,7,102321645,cg17190891,102321646,4
74313,19,18636894,cg12087432,18636895,4
51912,12,57234871,cg08163918,57234872,4
146692,4,122239721,cg25456317,122239722,4
29982,16,3157966,cg04588774,3157967,4
72922,12,55727231,cg11848173,55727232,4
30719,7,151104702,cg04712895,151104703,4
10677,4,184983916,cg01594125,184983917,4
41720,22,50578521,cg06530441,50578522,4
7534,6,11161425,cg01111006,11161426,4
9511,1,161022568,cg01423643,161022569,4
4231,11,61828933,cg00614641,61828934,4
84675,21,44967314,cg13915314,44967315,4
89156,6,170221577,cg14582154,170221578,4
56426,8,125637563,cg08913523,125637564,4
